"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 06 18:31:37 CST 2022","Sat Aug 06 18:31:37 CST 2022","0","pytest_testcase","testcase1","","","","testcase1",""
"passed","Sat Aug 06 18:31:37 CST 2022","Sat Aug 06 18:31:37 CST 2022","0","pytest_testcase","testcase1","","","","testcase3[2]",""
"passed","Sat Aug 06 18:31:37 CST 2022","Sat Aug 06 18:31:37 CST 2022","0","pytest_testcase","testcase1","","","","testcase3[3]",""
"passed","Sat Aug 06 18:31:37 CST 2022","Sat Aug 06 18:31:37 CST 2022","0","pytest_testcase","testcase1","","","","testcase2",""
"passed","Sat Aug 06 18:31:37 CST 2022","Sat Aug 06 18:31:37 CST 2022","0","pytest_testcase","testcase1","","","","testcase3[1]",""
